country_region_code,country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
HU,Hungary,2021-03-15,-72.0,-82.0,66.0,-63.0,-83.0,27.0
HU,Hungary,2021-03-16,-38.0,8.0,-3.0,-40.0,-37.0,14.0
HU,Hungary,2021-03-17,-41.0,-1.0,-7.0,-41.0,-36.0,15.0
HU,Hungary,2021-03-18,-41.0,-1.0,-12.0,-41.0,-36.0,15.0
HU,Hungary,2021-03-19,-43.0,0.0,-8.0,-40.0,-35.0,15.0
HU,Hungary,2021-03-20,-46.0,-3.0,1.0,-33.0,-7.0,7.0
HU,Hungary,2021-03-21,-41.0,-2.0,34.0,-29.0,-7.0,5.0
HU,Hungary,2021-03-22,-41.0,-6.0,-15.0,-42.0,-35.0,15.0
HU,Hungary,2021-03-23,-41.0,-4.0,-2.0,-41.0,-36.0,14.0
HU,Hungary,2021-03-24,-42.0,-4.0,-3.0,-40.0,-35.0,14.0
HU,Hungary,2021-03-25,-39.0,-1.0,11.0,-39.0,-35.0,14.0
HU,Hungary,2021-03-26,-39.0,0.0,26.0,-37.0,-35.0,14.0
HU,Hungary,2021-03-27,-40.0,-3.0,54.0,-25.0,-6.0,5.0
HU,Hungary,2021-03-28,-39.0,-2.0,40.0,-27.0,-7.0,4.0
HU,Hungary,2021-03-29,-35.0,-3.0,25.0,-37.0,-35.0,13.0
HU,Hungary,2021-03-30,-33.0,6.0,25.0,-36.0,-35.0,13.0
HU,Hungary,2021-03-31,-28.0,17.0,51.0,-32.0,-35.0,11.0
HU,Hungary,2021-04-01,-18.0,39.0,55.0,-28.0,-39.0,10.0
HU,Hungary,2021-04-02,-69.0,-76.0,61.0,-58.0,-80.0,26.0
HU,Hungary,2021-04-03,-38.0,22.0,6.0,-33.0,-23.0,6.0
HU,Hungary,2021-04-04,-65.0,-76.0,38.0,-37.0,-21.0,4.0
HU,Hungary,2021-04-05,-69.0,-80.0,112.0,-58.0,-84.0,24.0
HU,Hungary,2021-04-06,-38.0,4.0,-11.0,-40.0,-38.0,14.0
HU,Hungary,2021-04-07,-31.0,3.0,0.0,-36.0,-34.0,13.0
HU,Hungary,2021-04-08,-30.0,1.0,-15.0,-37.0,-33.0,14.0
HU,Hungary,2021-04-09,-23.0,11.0,22.0,-30.0,-31.0,11.0
HU,Hungary,2021-04-10,-20.0,8.0,62.0,-10.0,1.0,2.0
HU,Hungary,2021-04-11,-16.0,10.0,46.0,-13.0,-1.0,3.0
HU,Hungary,2021-04-12,-20.0,6.0,21.0,-30.0,-31.0,11.0
HU,Hungary,2021-04-13,-31.0,-1.0,-31.0,-39.0,-33.0,14.0
HU,Hungary,2021-04-14,-29.0,4.0,-14.0,-35.0,-32.0,13.0
HU,Hungary,2021-04-15,-28.0,2.0,-13.0,-35.0,-31.0,13.0
HU,Hungary,2021-04-16,-28.0,5.0,1.0,-33.0,-29.0,12.0
HU,Hungary,2021-04-17,-26.0,3.0,30.0,-17.0,2.0,4.0
HU,Hungary,2021-04-18,-28.0,3.0,-12.0,-25.0,-3.0,5.0
HU,Hungary,2021-04-19,-25.0,1.0,-7.0,-33.0,-27.0,12.0
HU,Hungary,2021-04-20,-23.0,4.0,12.0,-30.0,-27.0,11.0
HU,Hungary,2021-04-21,-20.0,6.0,43.0,-26.0,-26.0,9.0
HU,Hungary,2021-04-22,-24.0,3.0,12.0,-30.0,-26.0,11.0
HU,Hungary,2021-04-23,-20.0,9.0,35.0,-26.0,-25.0,9.0
HU,Hungary,2021-04-24,-11.0,4.0,82.0,-5.0,6.0,1.0
HU,Hungary,2021-04-25,-2.0,6.0,80.0,-7.0,5.0,0.0
HU,Hungary,2021-04-26,-16.0,3.0,17.0,-28.0,-26.0,9.0
HU,Hungary,2021-04-27,-14.0,6.0,37.0,-26.0,-26.0,9.0
HU,Hungary,2021-04-28,-15.0,7.0,38.0,-25.0,-25.0,9.0
HU,Hungary,2021-04-29,-14.0,8.0,23.0,-26.0,-25.0,9.0
HU,Hungary,2021-04-30,-4.0,30.0,53.0,-18.0,-24.0,6.0
HU,Hungary,2021-05-01,-38.0,-66.0,105.0,-17.0,-26.0,3.0
HU,Hungary,2021-05-02,10.0,42.0,21.0,-2.0,11.0,-1.0
HU,Hungary,2021-05-03,-8.0,10.0,31.0,-23.0,-24.0,8.0
HU,Hungary,2021-05-04,-3.0,15.0,58.0,-19.0,-24.0,7.0
HU,Hungary,2021-05-05,-9.0,11.0,30.0,-22.0,-24.0,7.0
HU,Hungary,2021-05-06,-8.0,13.0,28.0,-21.0,-24.0,7.0
HU,Hungary,2021-05-07,-14.0,14.0,-5.0,-26.0,-24.0,9.0
HU,Hungary,2021-05-08,-1.0,15.0,72.0,0.0,7.0,-1.0
HU,Hungary,2021-05-09,16.0,18.0,111.0,7.0,9.0,-2.0
HU,Hungary,2021-05-10,2.0,15.0,65.0,-11.0,-19.0,4.0
HU,Hungary,2021-05-11,2.0,16.0,81.0,-9.0,-19.0,3.0
HU,Hungary,2021-05-12,-4.0,21.0,32.0,-12.0,-18.0,4.0
HU,Hungary,2021-05-13,-6.0,16.0,10.0,-15.0,-20.0,6.0
HU,Hungary,2021-05-14,-4.0,19.0,32.0,-12.0,-18.0,4.0
HU,Hungary,2021-05-15,-3.0,13.0,54.0,-1.0,5.0,0.0
HU,Hungary,2021-05-16,5.0,16.0,44.0,-3.0,7.0,0.0
HU,Hungary,2021-05-17,-11.0,9.0,-3.0,-18.0,-18.0,6.0
HU,Hungary,2021-05-18,-3.0,15.0,39.0,-11.0,-17.0,4.0
HU,Hungary,2021-05-19,-9.0,14.0,13.0,-14.0,-16.0,5.0
HU,Hungary,2021-05-20,-7.0,17.0,16.0,-18.0,-17.0,5.0
HU,Hungary,2021-05-21,2.0,25.0,67.0,-7.0,-16.0,2.0
HU,Hungary,2021-05-22,-2.0,31.0,47.0,-4.0,5.0,-1.0
HU,Hungary,2021-05-23,-35.0,-68.0,39.0,-24.0,-10.0,2.0
HU,Hungary,2021-05-24,-44.0,-74.0,124.0,-47.0,-81.0,20.0
HU,Hungary,2021-05-25,3.0,34.0,35.0,-9.0,-17.0,3.0
HU,Hungary,2021-05-26,5.0,23.0,86.0,-3.0,-15.0,2.0
HU,Hungary,2021-05-27,4.0,19.0,64.0,-6.0,-14.0,3.0
HU,Hungary,2021-05-28,5.0,22.0,78.0,-4.0,-12.0,2.0
HU,Hungary,2021-05-29,3.0,14.0,85.0,4.0,11.0,-2.0
HU,Hungary,2021-05-30,23.0,19.0,96.0,5.0,14.0,-2.0
HU,Hungary,2021-05-31,-1.0,16.0,31.0,-10.0,-11.0,4.0
HU,Hungary,2021-06-01,6.0,20.0,72.0,-4.0,-11.0,3.0
HU,Hungary,2021-06-02,6.0,24.0,75.0,-3.0,-10.0,2.0
HU,Hungary,2021-06-03,11.0,24.0,81.0,-3.0,-11.0,2.0
HU,Hungary,2021-06-04,11.0,26.0,97.0,0.0,-10.0,1.0
HU,Hungary,2021-06-05,10.0,18.0,122.0,12.0,7.0,-4.0
HU,Hungary,2021-06-06,24.0,23.0,105.0,13.0,13.0,-3.0
HU,Hungary,2021-06-07,9.0,22.0,68.0,-5.0,-9.0,2.0
HU,Hungary,2021-06-08,13.0,25.0,92.0,-1.0,-10.0,2.0
HU,Hungary,2021-06-09,12.0,27.0,93.0,-1.0,-10.0,1.0
HU,Hungary,2021-06-10,14.0,26.0,80.0,-1.0,-10.0,1.0
HU,Hungary,2021-06-11,13.0,28.0,100.0,0.0,-11.0,0.0
HU,Hungary,2021-06-12,8.0,18.0,103.0,9.0,7.0,-4.0
HU,Hungary,2021-06-13,26.0,27.0,100.0,12.0,10.0,-4.0
HU,Hungary,2021-06-14,13.0,23.0,98.0,-3.0,-14.0,2.0
HU,Hungary,2021-06-15,17.0,22.0,128.0,2.0,-14.0,1.0
HU,Hungary,2021-06-16,11.0,23.0,94.0,-4.0,-19.0,2.0
HU,Hungary,2021-06-17,9.0,19.0,82.0,-8.0,-20.0,2.0
HU,Hungary,2021-06-18,6.0,19.0,93.0,-8.0,-20.0,1.0
HU,Hungary,2021-06-19,1.0,9.0,110.0,7.0,4.0,-5.0
HU,Hungary,2021-06-20,15.0,20.0,108.0,8.0,6.0,-6.0
HU,Hungary,2021-06-21,7.0,18.0,79.0,-10.0,-21.0,3.0
HU,Hungary,2021-06-22,8.0,18.0,94.0,-9.0,-22.0,2.0
HU,Hungary,2021-06-23,9.0,19.0,110.0,-6.0,-21.0,2.0
HU,Hungary,2021-06-24,3.0,14.0,79.0,-12.0,-23.0,3.0
HU,Hungary,2021-06-25,2.0,17.0,84.0,-11.0,-23.0,2.0
HU,Hungary,2021-06-26,6.0,12.0,127.0,8.0,3.0,-5.0
HU,Hungary,2021-06-27,22.0,20.0,127.0,15.0,8.0,-6.0
HU,Hungary,2021-06-28,8.0,19.0,92.0,-10.0,-22.0,2.0
HU,Hungary,2021-06-29,4.0,14.0,95.0,-12.0,-23.0,2.0
HU,Hungary,2021-06-30,5.0,17.0,96.0,-11.0,-22.0,1.0
HU,Hungary,2021-07-01,8.0,11.0,93.0,-11.0,-25.0,3.0
HU,Hungary,2021-07-02,7.0,23.0,93.0,-8.0,-23.0,2.0
HU,Hungary,2021-07-03,10.0,17.0,125.0,9.0,2.0,-4.0
HU,Hungary,2021-07-04,29.0,24.0,133.0,17.0,9.0,-6.0
HU,Hungary,2021-07-05,16.0,26.0,109.0,-7.0,-23.0,2.0
HU,Hungary,2021-07-06,15.0,25.0,124.0,-6.0,-23.0,2.0
HU,Hungary,2021-07-07,12.0,24.0,117.0,-6.0,-24.0,2.0
HU,Hungary,2021-07-08,10.0,19.0,100.0,-10.0,-25.0,2.0
HU,Hungary,2021-07-09,9.0,23.0,90.0,-8.0,-25.0,2.0
HU,Hungary,2021-07-10,16.0,21.0,134.0,13.0,2.0,-6.0
HU,Hungary,2021-07-11,29.0,29.0,99.0,13.0,7.0,-5.0
HU,Hungary,2021-07-12,19.0,29.0,114.0,-6.0,-26.0,2.0
HU,Hungary,2021-07-13,15.0,25.0,124.0,-7.0,-26.0,2.0
HU,Hungary,2021-07-14,14.0,26.0,113.0,-7.0,-25.0,2.0
HU,Hungary,2021-07-15,15.0,21.0,111.0,-7.0,-26.0,2.0
HU,Hungary,2021-07-16,11.0,21.0,112.0,-7.0,-26.0,1.0
HU,Hungary,2021-07-17,10.0,16.0,96.0,6.0,0.0,-3.0
HU,Hungary,2021-07-18,29.0,26.0,109.0,15.0,7.0,-5.0
HU,Hungary,2021-07-19,12.0,21.0,82.0,-12.0,-28.0,4.0
HU,Hungary,2021-07-20,19.0,24.0,139.0,-6.0,-27.0,3.0
HU,Hungary,2021-07-21,18.0,25.0,150.0,-4.0,-27.0,2.0
HU,Hungary,2021-07-22,18.0,21.0,144.0,-6.0,-27.0,2.0
HU,Hungary,2021-07-23,12.0,19.0,143.0,-7.0,-28.0,1.0
HU,Hungary,2021-07-24,11.0,14.0,157.0,14.0,1.0,-6.0
HU,Hungary,2021-07-25,29.0,24.0,138.0,18.0,8.0,-7.0
HU,Hungary,2021-07-26,16.0,24.0,126.0,-9.0,-29.0,3.0
HU,Hungary,2021-07-27,15.0,22.0,143.0,-9.0,-29.0,3.0
HU,Hungary,2021-07-28,13.0,22.0,140.0,-8.0,-28.0,3.0
HU,Hungary,2021-07-29,15.0,20.0,135.0,-9.0,-29.0,3.0
HU,Hungary,2021-07-30,11.0,19.0,137.0,-8.0,-30.0,2.0
HU,Hungary,2021-07-31,12.0,16.0,141.0,12.0,1.0,-5.0
HU,Hungary,2021-08-01,24.0,23.0,95.0,13.0,5.0,-5.0
HU,Hungary,2021-08-02,22.0,27.0,145.0,-7.0,-28.0,3.0
HU,Hungary,2021-08-03,22.0,29.0,153.0,-6.0,-29.0,3.0
HU,Hungary,2021-08-04,23.0,30.0,157.0,-4.0,-28.0,2.0
HU,Hungary,2021-08-05,17.0,25.0,82.0,-11.0,-30.0,5.0
IE,Ireland,2020-02-15,-11.0,-6.0,-36.0,-12.0,-4.0,3.0
IE,Ireland,2020-02-16,-6.0,-7.0,-29.0,-6.0,-1.0,2.0
IE,Ireland,2020-02-17,8.0,1.0,12.0,0.0,-8.0,2.0
IE,Ireland,2020-02-18,6.0,-2.0,12.0,0.0,-7.0,1.0
IE,Ireland,2020-02-19,2.0,-3.0,-5.0,-2.0,-9.0,2.0
IE,Ireland,2020-02-20,8.0,-1.0,12.0,-1.0,-12.0,2.0
IE,Ireland,2020-02-21,1.0,-3.0,-1.0,-1.0,-13.0,3.0
IE,Ireland,2020-02-22,-2.0,0.0,-4.0,-1.0,-1.0,0.0
IE,Ireland,2020-02-23,-3.0,-2.0,1.0,1.0,0.0,0.0
IE,Ireland,2020-02-24,1.0,3.0,3.0,1.0,1.0,0.0
IE,Ireland,2020-02-25,-2.0,3.0,6.0,0.0,3.0,0.0
IE,Ireland,2020-02-26,-1.0,0.0,9.0,1.0,2.0,0.0
IE,Ireland,2020-02-27,4.0,3.0,15.0,4.0,2.0,0.0
IE,Ireland,2020-02-28,3.0,5.0,0.0,4.0,1.0,0.0
IE,Ireland,2020-02-29,-12.0,-3.0,-28.0,-9.0,-3.0,3.0
IE,Ireland,2020-03-01,3.0,3.0,-5.0,2.0,2.0,0.0
IE,Ireland,2020-03-02,4.0,4.0,12.0,1.0,1.0,0.0
IE,Ireland,2020-03-03,8.0,5.0,29.0,2.0,3.0,-1.0
IE,Ireland,2020-03-04,5.0,4.0,25.0,1.0,1.0,0.0
IE,Ireland,2020-03-05,4.0,4.0,15.0,0.0,2.0,0.0
IE,Ireland,2020-03-06,3.0,7.0,10.0,0.0,1.0,0.0
IE,Ireland,2020-03-07,-3.0,3.0,-1.0,-4.0,0.0,1.0
IE,Ireland,2020-03-08,0.0,2.0,0.0,-4.0,0.0,0.0
IE,Ireland,2020-03-09,-3.0,3.0,-13.0,-6.0,0.0,2.0
IE,Ireland,2020-03-10,3.0,11.0,15.0,-3.0,1.0,1.0
IE,Ireland,2020-03-11,-3.0,11.0,-3.0,-9.0,-1.0,2.0
IE,Ireland,2020-03-12,-3.0,33.0,-13.0,-14.0,-3.0,3.0
IE,Ireland,2020-03-13,-19.0,10.0,1.0,-30.0,-26.0,12.0
IE,Ireland,2020-03-14,-32.0,2.0,-15.0,-34.0,-12.0,9.0
IE,Ireland,2020-03-15,-36.0,7.0,20.0,-35.0,-16.0,9.0
IE,Ireland,2020-03-16,-26.0,15.0,21.0,-45.0,-49.0,18.0
IE,Ireland,2020-03-17,-59.0,-24.0,67.0,-62.0,-80.0,29.0
IE,Ireland,2020-03-18,-46.0,-9.0,14.0,-52.0,-46.0,20.0
IE,Ireland,2020-03-19,-48.0,-10.0,29.0,-54.0,-48.0,22.0
IE,Ireland,2020-03-20,-53.0,-9.0,16.0,-57.0,-48.0,23.0
IE,Ireland,2020-03-21,-59.0,-3.0,-12.0,-59.0,-39.0,17.0
IE,Ireland,2020-03-22,-59.0,-11.0,39.0,-53.0,-39.0,13.0
IE,Ireland,2020-03-23,-49.0,-18.0,7.0,-61.0,-51.0,21.0
IE,Ireland,2020-03-24,-51.0,-9.0,10.0,-62.0,-53.0,22.0
IE,Ireland,2020-03-25,-60.0,-18.0,13.0,-63.0,-55.0,24.0
IE,Ireland,2020-03-26,-60.0,-16.0,15.0,-65.0,-56.0,25.0
IE,Ireland,2020-03-27,-63.0,-13.0,0.0,-66.0,-56.0,26.0
IE,Ireland,2020-03-28,-80.0,-22.0,-59.0,-75.0,-53.0,21.0
IE,Ireland,2020-03-29,-83.0,-37.0,-59.0,-78.0,-52.0,19.0
IE,Ireland,2020-03-30,-73.0,-29.0,-37.0,-76.0,-68.0,29.0
IE,Ireland,2020-03-31,-73.0,-25.0,-22.0,-74.0,-70.0,30.0
IE,Ireland,2020-04-01,-75.0,-26.0,-31.0,-75.0,-70.0,31.0
IE,Ireland,2020-04-02,-74.0,-23.0,-38.0,-76.0,-70.0,33.0
IE,Ireland,2020-04-03,-74.0,-22.0,-35.0,-76.0,-69.0,34.0
IE,Ireland,2020-04-04,-78.0,-23.0,-46.0,-74.0,-56.0,22.0
IE,Ireland,2020-04-05,-81.0,-33.0,-59.0,-79.0,-52.0,20.0
IE,Ireland,2020-04-06,-68.0,-24.0,-9.0,-74.0,-69.0,29.0
IE,Ireland,2020-04-07,-66.0,-15.0,6.0,-71.0,-69.0,28.0
IE,Ireland,2020-04-08,-69.0,-17.0,-10.0,-72.0,-69.0,29.0
IE,Ireland,2020-04-09,-68.0,-12.0,-24.0,-73.0,-69.0,31.0
IE,Ireland,2020-04-10,-73.0,-18.0,-26.0,-76.0,-74.0,34.0
IE,Ireland,2020-04-11,-76.0,-12.0,-31.0,-70.0,-54.0,21.0
IE,Ireland,2020-04-12,-90.0,-58.0,-69.0,-82.0,-56.0,21.0
IE,Ireland,2020-04-13,-77.0,-38.0,-15.0,-80.0,-86.0,34.0
IE,Ireland,2020-04-14,-68.0,-20.0,-1.0,-71.0,-68.0,28.0
IE,Ireland,2020-04-15,-69.0,-22.0,-5.0,-71.0,-68.0,29.0
IE,Ireland,2020-04-16,-84.0,-17.0,-7.0,-66.0,-67.0,31.0
IE,Ireland,2020-04-17,-85.0,-19.0,-26.0,-68.0,-66.0,33.0
IE,Ireland,2020-04-18,-87.0,-21.0,-46.0,-65.0,-51.0,22.0
IE,Ireland,2020-04-19,-88.0,-31.0,-36.0,-66.0,-47.0,19.0
IE,Ireland,2020-04-20,-83.0,-22.0,6.0,-65.0,-65.0,28.0
IE,Ireland,2020-04-21,-83.0,-17.0,10.0,-63.0,-65.0,28.0
IE,Ireland,2020-04-22,-83.0,-18.0,0.0,-63.0,-65.0,28.0
IE,Ireland,2020-04-23,-82.0,-15.0,1.0,-64.0,-65.0,28.0
IE,Ireland,2020-04-24,-83.0,-15.0,-8.0,-64.0,-65.0,31.0
IE,Ireland,2020-04-25,-85.0,-16.0,-19.0,-58.0,-48.0,19.0
IE,Ireland,2020-04-26,-87.0,-28.0,-43.0,-67.0,-45.0,18.0
IE,Ireland,2020-04-27,-81.0,-19.0,13.0,-63.0,-64.0,27.0
IE,Ireland,2020-04-28,-81.0,-16.0,9.0,-62.0,-64.0,24.0
IE,Ireland,2020-04-29,-83.0,-20.0,-28.0,-67.0,-65.0,29.0
IE,Ireland,2020-04-30,-73.0,-15.0,-27.0,-67.0,-65.0,28.0
IE,Ireland,2020-05-01,-74.0,-16.0,-22.0,-66.0,-64.0,31.0
IE,Ireland,2020-05-02,-77.0,-15.0,-14.0,-56.0,-45.0,19.0
IE,Ireland,2020-05-03,-77.0,-21.0,-11.0,-59.0,-41.0,17.0
IE,Ireland,2020-05-04,-74.0,-25.0,40.0,-69.0,-83.0,32.0
IE,Ireland,2020-05-05,-68.0,-11.0,18.0,-60.0,-62.0,26.0
IE,Ireland,2020-05-06,-69.0,-12.0,21.0,-59.0,-62.0,27.0
IE,Ireland,2020-05-07,-70.0,-14.0,6.0,-63.0,-62.0,28.0
IE,Ireland,2020-05-08,-70.0,-11.0,21.0,-61.0,-61.0,29.0
IE,Ireland,2020-05-09,-74.0,-9.0,22.0,-52.0,-42.0,17.0
IE,Ireland,2020-05-10,-77.0,-24.0,-40.0,-68.0,-39.0,17.0
IE,Ireland,2020-05-11,-67.0,-14.0,22.0,-61.0,-61.0,25.0
IE,Ireland,2020-05-12,-66.0,-11.0,29.0,-59.0,-60.0,25.0
IE,Ireland,2020-05-13,-68.0,-13.0,-8.0,-58.0,-60.0,26.0
IE,Ireland,2020-05-14,-68.0,-10.0,-53.0,-55.0,-60.0,25.0
IE,Ireland,2020-05-15,-70.0,-12.0,-63.0,-59.0,-60.0,28.0
IE,Ireland,2020-05-16,-74.0,-11.0,-64.0,-49.0,-40.0,17.0
IE,Ireland,2020-05-17,-75.0,-17.0,-69.0,-54.0,-34.0,16.0
IE,Ireland,2020-05-18,-60.0,-12.0,-54.0,-51.0,-56.0,23.0
IE,Ireland,2020-05-19,-59.0,-6.0,-36.0,-43.0,-55.0,21.0
IE,Ireland,2020-05-20,-59.0,-4.0,-17.0,-43.0,-55.0,22.0
IE,Ireland,2020-05-21,-60.0,-6.0,-40.0,-50.0,-55.0,24.0
IE,Ireland,2020-05-22,-64.0,-8.0,-60.0,-56.0,-54.0,27.0
IE,Ireland,2020-05-23,-66.0,-5.0,-61.0,-47.0,-34.0,16.0
IE,Ireland,2020-05-24,-66.0,-10.0,-31.0,-36.0,-26.0,12.0
IE,Ireland,2020-05-25,-55.0,-7.0,-28.0,-45.0,-54.0,21.0
IE,Ireland,2020-05-26,-55.0,-3.0,-15.0,-41.0,-52.0,20.0
IE,Ireland,2020-05-27,-57.0,-2.0,-14.0,-40.0,-52.0,21.0
IE,Ireland,2020-05-28,-56.0,3.0,-12.0,-41.0,-52.0,21.0
IE,Ireland,2020-05-29,-58.0,3.0,-24.0,-42.0,-52.0,22.0
IE,Ireland,2020-05-30,-63.0,4.0,-24.0,-30.0,-24.0,11.0
IE,Ireland,2020-05-31,-64.0,-2.0,-22.0,-32.0,-18.0,10.0
IE,Ireland,2020-06-01,-58.0,-6.0,30.0,-44.0,-78.0,25.0
IE,Ireland,2020-06-02,-52.0,5.0,0.0,-36.0,-51.0,18.0
IE,Ireland,2020-06-03,-56.0,-3.0,-41.0,-45.0,-51.0,21.0
IE,Ireland,2020-06-04,-56.0,-2.0,-45.0,-47.0,-50.0,22.0
IE,Ireland,2020-06-05,-56.0,-5.0,-41.0,-53.0,-49.0,23.0
IE,Ireland,2020-06-06,-60.0,-5.0,-56.0,-51.0,-25.0,15.0
IE,Ireland,2020-06-07,-60.0,-10.0,-30.0,-44.0,-17.0,11.0
IE,Ireland,2020-06-08,-40.0,-3.0,8.0,-40.0,-48.0,17.0
IE,Ireland,2020-06-09,-43.0,-2.0,-14.0,-44.0,-48.0,18.0
IE,Ireland,2020-06-10,-47.0,-5.0,-29.0,-46.0,-49.0,19.0
IE,Ireland,2020-06-11,-48.0,-3.0,-24.0,-50.0,-49.0,21.0
IE,Ireland,2020-06-12,-50.0,-1.0,-24.0,-48.0,-48.0,21.0
IE,Ireland,2020-06-13,-51.0,3.0,-6.0,-33.0,-18.0,10.0
IE,Ireland,2020-06-14,-52.0,-5.0,5.0,-32.0,-13.0,8.0
IE,Ireland,2020-06-15,-37.0,-1.0,48.0,-35.0,-46.0,16.0
IE,Ireland,2020-06-16,-38.0,2.0,23.0,-36.0,-46.0,17.0
IE,Ireland,2020-06-17,-41.0,1.0,-1.0,-37.0,-47.0,18.0
IE,Ireland,2020-06-18,-41.0,-1.0,-9.0,-44.0,-47.0,19.0
IE,Ireland,2020-06-19,-43.0,2.0,-11.0,-43.0,-46.0,18.0
IE,Ireland,2020-06-20,-46.0,8.0,-6.0,-29.0,-17.0,9.0
IE,Ireland,2020-06-21,-48.0,-1.0,1.0,-30.0,-8.0,8.0
IE,Ireland,2020-06-22,-38.0,-5.0,-7.0,-44.0,-48.0,18.0
IE,Ireland,2020-06-23,-37.0,0.0,2.0,-41.0,-47.0,17.0
IE,Ireland,2020-06-24,-38.0,0.0,43.0,-34.0,-46.0,16.0
IE,Ireland,2020-06-25,-38.0,4.0,54.0,-33.0,-46.0,16.0
IE,Ireland,2020-06-26,-42.0,3.0,4.0,-39.0,-45.0,17.0
IE,Ireland,2020-06-27,-47.0,3.0,-29.0,-34.0,-18.0,10.0
IE,Ireland,2020-06-28,-48.0,-7.0,-30.0,-39.0,-12.0,9.0
IE,Ireland,2020-06-29,-26.0,-1.0,3.0,-38.0,-44.0,14.0
IE,Ireland,2020-06-30,-24.0,0.0,46.0,-36.0,-43.0,14.0
IE,Ireland,2020-07-01,-28.0,-2.0,9.0,-38.0,-44.0,15.0
IE,Ireland,2020-07-02,-26.0,1.0,45.0,-34.0,-44.0,14.0
IE,Ireland,2020-07-03,-32.0,1.0,-1.0,-39.0,-44.0,15.0
IE,Ireland,2020-07-04,-35.0,2.0,13.0,-24.0,-11.0,5.0
IE,Ireland,2020-07-05,-36.0,-7.0,6.0,-29.0,-8.0,5.0
IE,Ireland,2020-07-06,-20.0,1.0,61.0,-34.0,-44.0,12.0
IE,Ireland,2020-07-07,-23.0,1.0,3.0,-39.0,-44.0,13.0
IE,Ireland,2020-07-08,-27.0,-3.0,0.0,-38.0,-43.0,14.0
IE,Ireland,2020-07-09,-24.0,2.0,42.0,-33.0,-42.0,13.0
IE,Ireland,2020-07-10,-28.0,2.0,50.0,-31.0,-42.0,12.0
IE,Ireland,2020-07-11,-33.0,5.0,65.0,-13.0,-8.0,3.0
IE,Ireland,2020-07-12,-32.0,-2.0,44.0,-19.0,-4.0,3.0
IE,Ireland,2020-07-13,-19.0,2.0,56.0,-33.0,-43.0,12.0
IE,Ireland,2020-07-14,-22.0,0.0,31.0,-36.0,-43.0,13.0
IE,Ireland,2020-07-15,-20.0,1.0,72.0,-35.0,-42.0,12.0
IE,Ireland,2020-07-16,-21.0,1.0,80.0,-36.0,-42.0,13.0
IE,Ireland,2020-07-17,-26.0,1.0,37.0,-38.0,-41.0,13.0
IE,Ireland,2020-07-18,-29.0,4.0,63.0,-22.0,-7.0,3.0
IE,Ireland,2020-07-19,-28.0,0.0,95.0,-18.0,-1.0,1.0
IE,Ireland,2020-07-20,-15.0,3.0,115.0,-33.0,-44.0,10.0
IE,Ireland,2020-07-21,-16.0,2.0,130.0,-31.0,-43.0,10.0
IE,Ireland,2020-07-22,-20.0,-1.0,60.0,-36.0,-42.0,12.0
IE,Ireland,2020-07-23,-20.0,1.0,57.0,-37.0,-42.0,13.0
IE,Ireland,2020-07-24,-26.0,-1.0,31.0,-38.0,-41.0,13.0
IE,Ireland,2020-07-25,-28.0,1.0,36.0,-24.0,-7.0,4.0
IE,Ireland,2020-07-26,-26.0,-5.0,50.0,-23.0,-1.0,3.0
IE,Ireland,2020-07-27,-13.0,1.0,75.0,-37.0,-46.0,12.0
IE,Ireland,2020-07-28,-13.0,2.0,108.0,-32.0,-43.0,11.0
IE,Ireland,2020-07-29,-16.0,0.0,49.0,-37.0,-45.0,13.0
IE,Ireland,2020-07-30,-15.0,2.0,74.0,-36.0,-44.0,12.0
IE,Ireland,2020-07-31,-21.0,0.0,67.0,-35.0,-44.0,11.0
IE,Ireland,2020-08-01,-27.0,0.0,64.0,-21.0,-9.0,2.0
IE,Ireland,2020-08-02,-21.0,-5.0,85.0,-19.0,-1.0,1.0
IE,Ireland,2020-08-03,-11.0,-7.0,193.0,-39.0,-74.0,15.0
IE,Ireland,2020-08-04,-10.0,5.0,89.0,-34.0,-46.0,11.0
IE,Ireland,2020-08-05,-15.0,-1.0,78.0,-36.0,-45.0,12.0
IE,Ireland,2020-08-06,-14.0,0.0,98.0,-34.0,-45.0,12.0
IE,Ireland,2020-08-07,-21.0,-2.0,88.0,-35.0,-43.0,11.0
IE,Ireland,2020-08-08,-31.0,0.0,113.0,-18.0,-6.0,1.0
IE,Ireland,2020-08-09,-29.0,-5.0,92.0,-22.0,-1.0,0.0
IE,Ireland,2020-08-10,-15.0,-2.0,94.0,-39.0,-46.0,11.0
IE,Ireland,2020-08-11,-15.0,-1.0,141.0,-33.0,-44.0,10.0
IE,Ireland,2020-08-12,-17.0,-1.0,140.0,-34.0,-44.0,10.0
IE,Ireland,2020-08-13,-17.0,-1.0,89.0,-39.0,-44.0,12.0
IE,Ireland,2020-08-14,-22.0,-1.0,83.0,-38.0,-42.0,11.0
IE,Ireland,2020-08-15,-28.0,0.0,81.0,-23.0,-6.0,2.0
IE,Ireland,2020-08-16,-27.0,-8.0,41.0,-31.0,-2.0,3.0
